0.0 79.7885 
1.63609 75.0899 
-2.28909 29.2696 
-6.11953 28.109 
1.8097 60.9457 
10.4217 65.6332 
-13.4382 6.08057 
-17.3918 9.73058 
-2.08654 50.2766 
-3.72292 55.5977 
-13.3622 0.859066 
-11.9608 -4.32216 
4.14636 15.1852 
7.71674 15.58 
21.2344 65.3579 
18.5874 63.9676 
-47.9911 -11.1052 
-50.887 -5.76928 
36.8281 -7.42087 
37.2098 -11.3457 
-57.7365 -46.2894 
-51.7229 -47.2133 
44.9211 59.5505 
46.4838 54.8339 
-27.0656 57.3528 
-25.695 53.8263 
-50.4175 60.3757 
-53.651 54.4926 
56.995 67.3584 
54.9785 73.2508 
-4.45254 -32.978 
-7.71053 -33.5135 
9.21572 -51.9174 
13.7424 -46.7735 
-63.5724 -52.258 
-65.7137 -47.6895 
11.1971 -59.9864 
7.89361 -60.9178 
53.8703 -12.2919 
55.1307 -9.66878 
1.54168 24.3012 
6.28408 25.9264 
-59.8268 70.7747 
-61.7626 67.7892 
-72.4221 -62.8838 
-70.5573 -64.7715 
15.6255 -67.4277 
20.2248 -68.1469 
54.689 -34.3574 
53.2383 -32.5724 
58.848 43.9026 
58.7116 45.1034 
-30.9746 3.15159 
-32.254 7.08206 
-50.1314 -24.2932 
-50.2992 -22.5749 
2.97422 71.7105 
-0.66592 75.4914 
64.5208 -50.0033 
68.9368 -48.8237 
68.883 -59.1392 
65.9696 -59.1015 
69.2656 27.8506 
65.7716 28.746 
-39.2876 57.6312 
-39.172 55.8836 
-52.0481 -38.713 
-46.4736 -36.4331 
1.00581 2.83687 
3.78093 -0.0860117 
-3.53453 38.411 
-5.29069 42.6746 
64.2102 67.841 
67.1667 65.2746 
-3.08475 43.7796 
0.276018 49.0251 
-33.3114 57.602 
-31.554 60.7666 
4.65669 18.6088 
5.43888 20.4593 
-49.2377 -17.5972 
-51.8287 -14.9538 
9.41951 -54.5129 
7.23491 -52.5662 
34.5141 61.1851 
34.4612 59.0426 
21.4314 2.51481 
18.5019 -1.19222 
59.4145 -39.6068 
61.456 -35.2941 
61.4599 -44.5748 
56.7912 -46.5082 
-58.484 0.0901344 
-56.8784 0.673082 
46.1055 -8.4877 
46.2419 -5.98824 
-66.7895 5.85141 
-65.6811 8.93397 
-10.2968 -16.0166 
-14.6634 -14.3279 
51.4448 49.5397 
47.8901 46.6753 
-43.8831 55.101 
