# File generated by Xml2graph the edges are represented by the vertex id (IdA, IdB)and it contains also other parameter related to the edges: 
# IdA IdB flow resistance
# Global parameters: pPerf: -- ; pTerm: --
282 283 0.20825  
283 284 0.1666  
284 285 0.12495  
285 286 0.04165  
285 287 0.0833  
287 288 0.04165  
287 289 0.04165  
284 290 0.04165  
283 291 0.04165  
282 292 0.3332  
292 293 0.20825  
293 294 0.1666  
294 295 0.04165  
294 296 0.12495  
296 297 0.04165  
296 298 0.0833  
298 299 0.04165  
298 300 0.04165  
293 301 0.04165  
292 302 0.12495  
302 303 0.04165  
302 304 0.0833  
304 305 0.04165  
304 306 0.04165  
3 307 0.37485  
307 308 0.3332  
308 309 0.20825  
309 310 0.12495  
310 311 0.04165  
310 312 0.0833  
312 313 0.04165  
312 314 0.04165  
309 315 0.0833  
315 316 0.04165  
315 317 0.04165  
308 318 0.12495  
318 319 0.0833  
319 320 0.04165  
319 321 0.04165  
318 322 0.04165  
307 323 0.04165  
2 324 0.62475  
324 325 0.54145  
325 326 0.3332  
326 327 0.29155  
327 328 0.0833  
328 329 0.04165  
328 330 0.04165  
327 331 0.20825  
331 332 0.1666  
332 333 0.04165  
332 334 0.12495  
334 335 0.0833  
335 336 0.04165  
335 337 0.04165  
334 338 0.04165  
331 339 0.04165  
326 340 0.04165  
325 341 0.20825  
341 342 0.1666  
342 343 0.12495  
343 344 0.0833  
344 345 0.04165  
344 346 0.04165  
343 347 0.04165  
342 348 0.04165  
341 349 0.04165  
324 350 0.0833  
350 351 0.04165  
350 352 0.04165  
1 353 0.9996  
353 354 0.87465  
354 355 0.3332  
355 356 0.12495  
356 357 0.0833  
357 358 0.04165  
357 359 0.04165  
356 360 0.04165  
355 361 0.20825  
361 362 0.1666  
362 363 0.12495  
363 364 0.0833  
364 365 0.04165  
364 366 0.04165  
363 367 0.04165  
362 368 0.04165  
361 369 0.04165  
354 370 0.54145  
370 371 0.4998  
371 372 0.12495  
372 373 0.0833  
373 374 0.04165  
373 375 0.04165  
372 376 0.04165  
371 377 0.37485  
377 378 0.29155  
378 379 0.20825  
379 380 0.12495  
380 381 0.04165  
380 382 0.0833  
382 383 0.04165  
382 384 0.04165  
379 385 0.0833  
385 386 0.04165  
385 387 0.04165  
378 388 0.0833  
388 389 0.04165  
388 390 0.04165  
377 391 0.0833  
391 392 0.04165  
391 393 0.04165  
370 394 0.04165  
353 395 0.12495  
395 396 0.04165  
395 397 0.0833  
397 398 0.04165  
397 399 0.04165  
