# File generated by Xml2graph the edges are represented by the vertex id (IdA, IdB)and it contains also other parameter related to the edges: 
# IdA IdB flow resistance
# Global parameters: pPerf: -- ; pTerm: --
0 1 8.33  
1 2 7.3304  
2 3 6.70565  
3 4 6.3308  
4 5 5.7477  
5 6 5.70605  
6 7 5.6644  
7 8 1.0829  
8 9 0.3332  
9 10 0.0833  
10 11 0.04165  
10 12 0.04165  
9 13 0.2499  
13 14 0.20825  
14 15 0.1666  
15 16 0.0833  
16 17 0.04165  
16 18 0.04165  
15 19 0.0833  
19 20 0.04165  
19 21 0.04165  
14 22 0.04165  
13 23 0.04165  
8 24 0.7497  
24 25 0.70805  
25 26 0.29155  
26 27 0.04165  
26 28 0.2499  
28 29 0.1666  
29 30 0.0833  
30 31 0.04165  
30 32 0.04165  
29 33 0.0833  
33 34 0.04165  
33 35 0.04165  
28 36 0.0833  
36 37 0.04165  
36 38 0.04165  
25 39 0.4165  
39 40 0.37485  
40 41 0.3332  
41 42 0.1666  
42 43 0.0833  
43 44 0.04165  
43 45 0.04165  
42 46 0.0833  
46 47 0.04165  
46 48 0.04165  
41 49 0.1666  
49 50 0.04165  
49 51 0.12495  
51 52 0.04165  
51 53 0.0833  
53 54 0.04165  
53 55 0.04165  
40 56 0.04165  
39 57 0.04165  
24 58 0.04165  
7 59 4.5815  
59 60 4.28995  
60 61 3.37365  
61 62 2.0825  
62 63 2.04085  
63 64 0.87465  
64 65 0.833  
65 66 0.7497  
66 67 0.6664  
67 68 0.37485  
68 69 0.3332  
69 70 0.2499  
70 71 0.0833  
71 72 0.04165  
71 73 0.04165  
70 74 0.1666  
74 75 0.12495  
75 76 0.04165  
75 77 0.0833  
77 78 0.04165  
77 79 0.04165  
74 80 0.04165  
69 81 0.0833  
81 82 0.04165  
81 83 0.04165  
68 84 0.04165  
67 85 0.29155  
85 86 0.20825  
86 87 0.1666  
87 88 0.0833  
88 89 0.04165  
88 90 0.04165  
87 91 0.0833  
91 92 0.04165  
91 93 0.04165  
86 94 0.04165  
85 95 0.0833  
95 96 0.04165  
95 97 0.04165  
66 98 0.0833  
98 99 0.04165  
98 100 0.04165  
65 101 0.0833  
101 102 0.04165  
101 103 0.04165  
64 104 0.04165  
63 105 1.1662  
105 106 0.9163  
106 107 0.87465  
107 108 0.79135  
108 109 0.45815  
109 110 0.3332  
110 111 0.04165  
110 112 0.29155  
112 113 0.2499  
113 114 0.12495  
114 115 0.04165  
114 116 0.0833  
116 117 0.04165  
116 118 0.04165  
113 119 0.12495  
119 120 0.0833  
120 121 0.04165  
120 122 0.04165  
119 123 0.04165  
112 124 0.04165  
109 125 0.12495  
125 126 0.04165  
125 127 0.0833  
127 128 0.04165  
127 129 0.04165  
108 130 0.3332  
130 131 0.29155  
131 132 0.2499  
132 133 0.20825  
133 134 0.1666  
134 135 0.0833  
135 136 0.04165  
135 137 0.04165  
134 138 0.0833  
138 139 0.04165  
138 140 0.04165  
133 141 0.04165  
132 142 0.04165  
131 143 0.04165  
130 144 0.04165  
107 145 0.0833  
145 146 0.04165  
145 147 0.04165  
106 148 0.04165  
105 149 0.2499  
149 150 0.20825  
150 151 0.04165  
150 152 0.1666  
152 153 0.04165  
152 154 0.12495  
154 155 0.0833  
155 156 0.04165  
155 157 0.04165  
154 158 0.04165  
149 159 0.04165  
62 160 0.04165  
61 161 1.29115  
161 162 1.20785  
162 163 1.0829  
163 164 1.04125  
164 165 0.9163  
165 166 0.87465  
166 167 0.4998  
167 168 0.45815  
168 169 0.29155  
169 170 0.04165  
169 171 0.2499  
171 172 0.20825  
172 173 0.12495  
173 174 0.0833  
174 175 0.04165  
174 176 0.04165  
173 177 0.04165  
172 178 0.0833  
178 179 0.04165  
178 180 0.04165  
171 181 0.04165  
168 182 0.1666  
182 183 0.12495  
183 184 0.0833  
184 185 0.04165  
184 186 0.04165  
183 187 0.04165  
182 188 0.04165  
167 189 0.04165  
166 190 0.37485  
190 191 0.1666  
191 192 0.12495  
192 193 0.04165  
192 194 0.0833  
194 195 0.04165  
194 196 0.04165  
191 197 0.04165  
190 198 0.20825  
198 199 0.12495  
199 200 0.04165  
199 201 0.0833  
201 202 0.04165  
201 203 0.04165  
198 204 0.0833  
204 205 0.04165  
204 206 0.04165  
165 207 0.04165  
164 208 0.12495  
208 209 0.0833  
209 210 0.04165  
209 211 0.04165  
208 212 0.04165  
163 213 0.04165  
162 214 0.12495  
214 215 0.0833  
215 216 0.04165  
215 217 0.04165  
214 218 0.04165  
161 219 0.0833  
219 220 0.04165  
219 221 0.04165  
60 222 0.9163  
222 223 0.87465  
223 224 0.833  
224 225 0.7497  
225 226 0.3332  
226 227 0.04165  
226 228 0.29155  
228 229 0.0833  
229 230 0.04165  
229 231 0.04165  
228 232 0.20825  
232 233 0.1666  
233 234 0.12495  
234 235 0.0833  
235 236 0.04165  
235 237 0.04165  
234 238 0.04165  
233 239 0.04165  
232 240 0.04165  
225 241 0.4165  
241 242 0.29155  
242 243 0.2499  
243 244 0.20825  
244 245 0.0833  
245 246 0.04165  
245 247 0.04165  
244 248 0.12495  
248 249 0.0833  
249 250 0.04165  
249 251 0.04165  
248 252 0.04165  
243 253 0.04165  
242 254 0.04165  
241 255 0.12495  
255 256 0.0833  
256 257 0.04165  
256 258 0.04165  
255 259 0.04165  
224 260 0.0833  
260 261 0.04165  
260 262 0.04165  
223 263 0.04165  
222 264 0.04165  
59 265 0.29155  
265 266 0.2499  
266 267 0.04165  
266 268 0.20825  
268 269 0.04165  
268 270 0.1666  
270 271 0.12495  
271 272 0.04165  
271 273 0.0833  
273 274 0.04165  
273 275 0.04165  
270 276 0.04165  
265 277 0.04165  
6 278 0.04165  
5 279 0.04165  
4 280 0.5831  
280 281 0.04165  
280 282 0.54145  
