
5 0.04
10 0.03
15 0.04
20 0.04
25 0.05
30 0.05
35 0.06
40 0.06
45 0.06
50 0.07
55 0.07
60 0.08
65 0.09
70 0.09
75 0.11
80 0.11
85 0.11
90 0.12
95 0.12
100 0.13
105 0.13
110 0.14
115 0.15
120 0.15
125 0.16
130 0.16
135 0.17
140 0.18
145 0.20
150 0.20
155 0.21
160 0.22
165 0.23
170 0.24
175 0.27
180 0.28
185 0.27
190 0.28
195 0.28
200 0.30
205 0.32
210 0.34
215 0.33
220 0.34
225 0.35
230 0.36
235 0.37
240 0.38
245 0.40
250 0.41
255 0.43
260 0.45
265 0.46
270 0.48
275 0.47
280 0.49
285 0.52
290 0.52
295 0.55
300 0.57
305 0.58
310 0.59
315 0.61
320 0.62
325 0.67
330 0.64
335 0.66
340 0.71
345 0.69
350 0.71
355 0.72
360 0.74
365 0.76
370 0.83
375 0.85
380 0.81
385 0.86
390 0.84
395 0.87
400 0.94
405 0.93
410 0.93
415 0.93
420 0.95
425 1.01
430 1.05
435 1.10
440 1.10
445 1.12
450 1.13
455 1.13
460 1.20
465 1.25
470 1.23
475 1.22
480 1.27
485 1.25
490 1.39
495 1.40
500 1.42
505 1.43
510 1.36
515 1.58
520 1.54
525 1.52
530 1.57
535 1.59
540 1.59
545 1.66
550 1.69
555 1.73
560 1.76
565 1.78
570 1.71
575 1.74
580 1.86
585 1.86
590 1.91
595 1.94
600 1.90
605 2.08
610 1.97
615 2.07
620 2.08
625 2.12
630 2.11
635 2.19
640 2.23
645 2.26
650 2.24
655 2.41
660 2.43
665 2.41
670 2.40
675 2.44
680 2.49
685 2.57
690 2.58
695 2.68
700 2.63
705 2.79
710 2.62
715 2.78
720 2.86
725 2.87
730 3.00
735 2.93
740 2.98
745 3.10
750 3.01
755 3.01
760 3.17
765 3.21
770 3.09
775 3.16
780 3.41
785 3.30
790 3.24
795 3.29
800 3.35
805 3.61
810 3.61
815 3.55
820 3.90
825 3.70
830 3.69
835 3.69
840 3.78
845 3.82
850 3.89
855 3.98
860 4.02
865 3.92
870 3.98
875 3.97
880 4.15
885 4.16
890 4.29
895 4.21
900 4.24
905 4.47
910 4.60
915 4.76
920 4.53
925 4.66
930 4.61
935 4.60
940 4.78
945 4.93
950 5.07
955 4.89
960 5.02
965 5.15
970 5.09
975 5.29
980 5.18
985 5.21
990 5.38
995 5.30
