
5 0.23
10 0.23
15 0.22
20 0.24
25 0.24
30 0.25
35 0.27
40 0.28
45 0.29
50 0.30
55 0.31
60 0.32
65 0.34
70 0.35
75 0.35
80 0.37
85 0.39
90 0.40
95 0.41
100 0.42
105 0.43
110 0.45
115 0.47
120 0.48
125 0.50
130 0.49
135 0.50
140 0.51
145 0.53
150 0.56
155 0.58
160 0.58
165 0.58
170 0.61
175 0.62
180 0.64
185 0.63
190 0.66
195 0.68
200 0.69
205 0.73
210 0.72
215 0.74
220 0.75
225 0.77
230 0.76
235 0.80
240 0.82
245 0.83
250 0.84
255 0.86
260 0.90
265 0.87
270 0.91
275 0.95
280 0.94
285 0.96
290 0.98
295 1.01
300 1.01
305 1.05
310 1.04
315 1.05
320 1.09
325 1.10
330 1.15
335 1.16
340 1.15
345 1.23
350 1.20
355 1.20
360 1.24
365 1.27
370 1.29
375 1.32
380 1.33
385 1.32
390 1.33
395 1.36
400 1.39
405 1.44
410 1.42
415 1.45
420 1.52
425 1.51
430 1.54
435 1.54
440 1.58
445 1.61
450 1.65
455 1.64
460 1.65
465 1.64
470 1.70
475 1.70
480 1.77
485 1.81
490 1.78
495 1.82
500 1.84
505 1.84
510 1.92
515 1.93
520 1.92
525 1.92
530 2.02
535 2.04
540 2.02
545 2.02
550 2.09
555 2.10
560 2.12
565 2.22
570 2.22
575 2.18
580 2.19
585 2.25
590 2.28
595 2.30
600 2.32
605 2.36
610 2.39
615 2.42
620 2.42
625 2.45
630 2.51
635 2.48
640 2.53
645 2.55
650 2.61
655 2.68
660 2.67
665 2.72
670 2.75
675 2.77
680 2.71
685 2.75
690 2.79
695 2.81
700 2.89
705 2.88
710 2.94
715 2.96
720 3.02
725 3.01
730 3.05
735 3.12
740 3.09
745 3.14
750 3.25
755 3.25
760 3.35
765 3.33
770 3.35
775 3.38
780 3.36
785 3.34
790 3.47
795 3.44
800 3.50
805 3.56
810 3.56
815 3.62
820 3.65
825 3.62
830 3.67
835 3.74
840 3.72
845 3.79
850 3.84
855 3.86
860 3.86
865 3.92
870 3.91
875 4.01
880 4.21
885 4.04
890 4.04
895 4.17
900 4.07
905 4.15
910 4.25
915 4.21
920 4.24
925 4.31
930 4.37
935 4.39
940 4.47
945 4.44
950 4.53
955 4.66
960 4.63
965 4.64
970 4.64
975 4.72
980 4.74
985 4.73
990 4.84
995 4.82
